timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30
4/19/2020 23:10:24,4,19,2020,23:10:24,22,Single,Female,I have no children.,MANİSA,Urban,Two-year degree or equivalent,Middle School,Student,Education,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,0 - 1500,12000 - 24000,Neither good nor bad,I definitely think so,I don't know; I'm uncertain,Increased,Increased,Same,Yes,No,No,No,,Low,None,High,High,None,High,High,None,High,None,None,High,High,High,None,None,High,None,None,None,Extremely,Moderately,Moderately,Extremely,Extremely,Extremely,Moderately,Extremely,Extremely,Extremely
4/19/2020 23:21:47,4,19,2020,23:21:47,25,Single,Man,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,None,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,3000 - 6000,6000 - 12000,Very good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Decreased a lot,Decreased a lot,Yes,Yes,Yes,No,,High,High,None,None,Moderate,None,Low,None,Low,Low,High,None,None,None,None,Moderate,None,None,None,Low,Very slightly or not at all,A little,Very slightly or not at all,A little,Extremely,Very slightly or not at all,Moderately,Quite a bit,Quite a bit,Moderately
4/20/2020 0:32:06,4,20,2020,00:32:06,31,Married,Female,I have a child/children in the 2-6 age range.,BURSA,Urban,Graduate,Primary school,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Yes,3000 - 6000,6000 - 12000,Very good,"No, I don't think","No, I don't think",Increased,Same,Same,Yes,Yes,No,No,,High,High,None,None,High,None,Low,Low,None,High,High,None,None,None,High,High,None,None,Moderate,High,Quite a bit,Moderately,Quite a bit,Moderately,A little,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/20/2020 0:52:12,4,20,2020,00:52:12,27,Divorced,Female,I have a child/children in the 6-13 age range.,İSTANBUL,Urban,Graduate,Graduate,On unpaid leave after the Covid-19 crisis,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,0 - 1500,3000 - 6000,Neither good nor bad,I definitely think so,I definitely don't think so,Same,Same,Increased a lot,Yes,No,No,No,,Low,High,Low,None,None,Low,Moderate,Moderate,Moderate,None,Low,Moderate,Low,None,None,Low,Low,None,None,None,Extremely,Extremely,Quite a bit,Quite a bit,Extremely,Quite a bit,Very slightly or not at all,Extremely,Very slightly or not at all,A little
4/20/2020 1:00:35,4,20,2020,01:00:35,28,Single,Man,I have no children.,İSTANBUL,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Full-time employee,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Yes,6000 - 12000,12000 - 24000,Very good,I definitely think so,I definitely don't think so,Increased a lot,Increased,Decreased a lot,Yes,No,No,No,,Moderate,Low,Low,None,None,Moderate,High,None,High,None,Low,Low,Low,Low,None,None,High,Low,None,None,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Extremely
4/20/2020 1:44:49,4,20,2020,01:44:49,24,Single,Female,I have no children.,DÜZCE,Urban,"Postgraduate Education (Master's, Doctorate)",Primary school,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,I don't know; I'm uncertain,"Yes, I think",Increased,Decreased,Decreased,Yes,No,No,No,,High,Low,None,None,Low,Moderate,High,Low,Low,High,High,None,None,None,Low,None,High,None,None,Low,Moderately,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/20/2020 1:47:15,4,20,2020,01:47:15,30,Single,Man,I have no children.,KONYA,Rural,Graduate,Primary school,Unemployed,Construction,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,0 - 1500,0 - 1500,Very good,"Yes, I think","No, I don't think",Same,Same,Same,Yes,No,No,No,,Moderate,Low,None,None,Low,Low,Low,Low,Low,Low,Low,None,None,None,Low,Low,None,None,None,Low,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,Quite a bit
4/20/2020 2:39:11,4,20,2020,02:39:11,27,Single,Man,I have no children.,KOCAELİ,Urban,Graduate,High school,Student,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,6000 - 12000,6000 - 12000,Neither good nor bad,"Yes, I think","Yes, I think",Increased a lot,Increased,Increased a lot,Yes,No,No,No,,Low,Moderate,Moderate,Moderate,Low,Moderate,Moderate,None,High,Low,Low,Moderate,Moderate,Moderate,None,Low,Moderate,Low,Low,Low,Moderately,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,Extremely,Quite a bit,Moderately
4/20/2020 3:00:28,4,20,2020,03:00:28,24,Single,Female,I have no children.,AYDIN,Urban,Two-year degree or equivalent,High school,Unemployed,Other,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,1500 - 3000,3000 - 6000,Good,I definitely think so,I don't know; I'm uncertain,Increased a lot,Increased,Decreased a lot,Yes,No,Yes,No,,Low,None,Low,None,Low,High,High,None,High,None,Low,High,Moderate,Moderate,Low,None,High,Low,None,None,Moderately,Moderately,Moderately,Extremely,Quite a bit,A little,Extremely,Moderately,Extremely,Extremely
4/20/2020 4:04:31,4,20,2020,04:04:31,52,Married,Man,I have a child/children in the 13-18 age range.,ANKARA,Urban,Graduate,Graduate,Self-employed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Yes,0 - 1500,3000 - 6000,Good,I definitely think so,"No, I don't think",Same,Same,Same,Yes,No,No,No,,Moderate,Low,Moderate,Low,None,None,Low,Low,Low,Low,Low,Moderate,Moderate,Low,None,Low,Low,None,None,None,Moderately,Very slightly or not at all,Moderately,Moderately,A little,Moderately,Moderately,Moderately,A little,Moderately
4/20/2020 4:17:01,4,20,2020,04:17:01,19,Single,Female,I have no children.,MUĞLA,Urban,High school,Middle School,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,0 - 1500,1500 - 3000,Very good,"Yes, I think","No, I don't think",Increased a lot,Decreased,Decreased a lot,Yes,Yes,Yes,No,,Low,Low,None,None,Low,Low,Moderate,None,High,Low,Low,Low,None,None,None,Low,Moderate,None,None,None,A little,Moderately,Very slightly or not at all,A little,Very slightly or not at all,A little,Moderately,A little,Extremely,Moderately
4/20/2020 5:10:21,4,20,2020,05:10:21,22,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,"Postgraduate Education (Master's, Doctorate)",Unemployed after the covid-19 crisis,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,0 - 1500,3000 - 6000,Very good,I don't know; I'm uncertain,"Yes, I think",Increased,Increased,Increased a lot,Yes,Yes,No,No,,Low,Moderate,Low,None,Moderate,Low,Low,None,Low,Low,Moderate,None,None,None,Low,Moderate,None,None,None,Low,A little,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Moderately
4/20/2020 5:22:29,4,20,2020,05:22:29,31,Single,Female,I have no children.,İSTANBUL,Urban,"Postgraduate Education (Master's, Doctorate)",Primary school,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,3000 - 6000,3000 - 6000,Neither good nor bad,"Yes, I think","No, I don't think",Increased,Decreased a lot,Decreased,Yes,Yes,No,No,,High,High,None,Moderate,Low,Moderate,Moderate,None,Moderate,None,Moderate,None,None,None,Low,Moderate,Low,None,None,Low,Moderately,Quite a bit,Quite a bit,Quite a bit,Extremely,A little,Extremely,Moderately,A little,Extremely
4/20/2020 6:27:28,4,20,2020,06:27:28,35,Married,Female,"I have a child/children in the 0-1 age range., I have a child/children in the 2-6 age range.",İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Unpaid family worker (Doing housework etc),Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,6000 - 12000,6000 - 12000,Very good,I don't know; I'm uncertain,"Yes, I think",Increased,Same,Same,Yes,Yes,No,No,,High,High,None,None,High,None,Low,Low,None,High,High,None,None,None,Low,Moderate,Low,None,Moderate,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/20/2020 8:16:36,4,20,2020,08:16:36,25,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Education,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Yes,6000 - 12000,6000 - 12000,Good,"Yes, I think","No, I don't think",Increased a lot,Same,Same,Yes,No,Yes,No,,Moderate,Moderate,Low,None,Moderate,None,Low,High,Low,Moderate,Moderate,None,None,Low,Moderate,Moderate,None,None,None,Moderate,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/20/2020 8:29:05,4,20,2020,08:29:05,25,Married,Female,I have a child/children in the 0-1 age range.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,On unpaid leave after the Covid-19 crisis,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,1500 - 3000,6000 - 12000,Good,"Yes, I think","Yes, I think",Increased,Same,Increased,Yes,Yes,Yes,No,,Moderate,Moderate,Low,Low,Low,Low,Low,None,Low,Low,Low,Low,None,Low,None,Moderate,Low,None,Low,Low,A little,A little,Moderately,Moderately,Moderately,Moderately,Moderately,A little,A little,Quite a bit
4/20/2020 8:34:28,4,20,2020,08:34:28,24,Single,Female,I have no children.,İSTANBUL,Urban,"Postgraduate Education (Master's, Doctorate)",Two-year degree or equivalent,Full-time employee,Service,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,3000 - 6000,Good,I definitely think so,"Yes, I think",Increased a lot,Increased a lot,Same,Yes,Yes,No,No,,Moderate,Low,Low,None,Low,None,High,None,High,None,Moderate,None,None,None,None,None,High,None,Low,Moderate,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,Extremely,Moderately,Moderately,Moderately
4/20/2020 9:07:07,4,20,2020,09:07:07,21,Single,Female,I have no children.,İSTANBUL,Urban,High school,Middle School,Unemployed,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",,1500 - 3000,1500 - 3000,Very good,"Yes, I think","Yes, I think",Increased,Same,Same,Yes,No,No,No,,High,High,None,None,Moderate,Low,Low,Low,Low,Moderate,Low,None,None,None,Moderate,Moderate,None,None,Low,Moderate,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely
4/20/2020 9:08:14,4,20,2020,09:08:14,25,Single,Female,I have no children.,AYDIN,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Full-time employee,Health,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,1500 - 3000,1500 - 3000,Good,"Yes, I think","No, I don't think",Increased a lot,Same,Increased,Yes,No,Yes,No,,Moderate,Low,None,None,Low,None,Low,None,Low,Low,Moderate,None,None,None,Low,Low,None,None,Low,Low,Moderately,Quite a bit,Moderately,Moderately,A little,A little,Moderately,Moderately,Moderately,Moderately
4/20/2020 9:17:12,4,20,2020,09:17:12,46,Married,Man,I have a child/children in the 13-18 age range.,İSTANBUL,Urban,Graduate,Primary school,Self-employed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,1500 - 3000,6000 - 12000,Good,I definitely think so,I definitely don't think so,Increased,Increased a lot,Same,Yes,Yes,No,No,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,None,Low,Low,Low,Low,Low,Low,Low,Low,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
4/20/2020 9:49:01,4,20,2020,09:49:01,29,Married,Female,I have no children.,HATAY,Urban,Graduate,Middle School,Self-employed,Construction,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",,3000 - 6000,3000 - 6000,Good,"Yes, I think","No, I don't think",Increased,Same,Same,Yes,No,No,No,,High,Low,None,None,None,Moderate,Low,None,Low,Low,Moderate,None,None,Low,None,None,None,None,None,None,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,A little
4/20/2020 10:00:12,4,20,2020,10:00:12,33,Single,Female,I have no children.,İZMİR,Urban,Graduate,High school,Full-time employee,Agriculture,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,6000 - 12000,3000 - 6000,Good,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased,Increased,Decreased,Yes,Yes,No,No,,Low,None,Moderate,Moderate,None,None,Moderate,None,Moderate,None,None,Moderate,Moderate,Moderate,None,None,Moderate,Moderate,None,None,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/20/2020 10:00:33,4,20,2020,10:00:33,28,Single,Man,I have no children.,ANTALYA,Urban,Graduate,High school,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,6000 - 12000,6000 - 12000,Very good,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased a lot,Increased a lot,Increased a lot,No,No,No,No,,High,High,None,None,High,None,None,High,None,High,High,None,None,None,High,High,None,None,High,High,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/20/2020 10:04:44,4,20,2020,10:04:44,49,Married,Man,"I have a child/children in the 13-18 age range., I have a child/children aged 19 and over.",ANTALYA,Urban,Graduate,High school,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",Partially,6000 - 12000,6000 - 12000,Good,I definitely think so,I don't know; I'm uncertain,Same,Decreased,Decreased,Yes,Yes,No,No,,Low,Low,None,None,Low,None,Low,Low,Low,Low,Moderate,None,None,None,Low,Low,None,None,None,None,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/20/2020 10:25:26,4,20,2020,10:25:26,30,Married,Female,I have a child/children in the 2-6 age range.,İZMİR,Urban,High school,Primary school,Full-time employee,Education,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Yes,3000 - 6000,3000 - 6000,Good,"Yes, I think","No, I don't think",Increased,Decreased,Same,Yes,No,No,No,,Low,Low,Moderate,Low,Low,Low,Low,None,Low,Low,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Moderately,Moderately,Moderately,Moderately,Quite a bit,A little,A little,Moderately,Moderately,A little
4/20/2020 10:40:59,4,20,2020,10:40:59,40,Married,Man,"I have a child/children in the 2-6 age range., I have a child/children in the 6-13 age range.",ANTALYA,Urban,Two-year degree or equivalent,None,Full-time employee,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,3000 - 6000,6000 - 12000,Very good,I definitely think so,I definitely don't think so,Same,Increased,Increased,Yes,No,No,No,,Low,None,Low,None,Low,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,Low,Low,None,Low,Low,Moderately,Moderately,Moderately,Moderately,Quite a bit,Moderately,Moderately,Moderately,Moderately,Moderately
4/20/2020 10:44:57,4,20,2020,10:44:57,43,Single,Female,I have no children.,ADANA,Urban,Middle School,None,On unpaid leave after the Covid-19 crisis,Other,"Skilled agricultural, forestry and aquaculture workers","Skilled agricultural, forestry and aquaculture workers",No,1500 - 3000,1500 - 3000,Good,"Yes, I think","No, I don't think",Increased,Same,Same,Yes,Yes,Yes,No,,Moderate,Low,None,Low,Low,None,None,None,Low,None,Low,Moderate,Moderate,Moderate,None,None,Low,None,None,None,Very slightly or not at all,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Extremely
4/20/2020 10:55:45,4,20,2020,10:55:45,41,Married,Man,I have a child/children in the 2-6 age range.,ANTALYA,Urban,High school,Primary school,Full-time employee,Other,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,3000 - 6000,3000 - 6000,Good,"No, I don't think","No, I don't think",Increased,Decreased,Decreased,Yes,No,No,No,,High,High,None,None,High,None,None,High,None,High,High,None,None,None,Moderate,Moderate,None,None,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,A little,Moderately,Very slightly or not at all,A little,Very slightly or not at all
4/20/2020 11:04:41,4,20,2020,11:04:41,21,Single,Female,I have no children.,ANKARA,Urban,Graduate,Primary school,Part-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Very good,I definitely think so,I don't know; I'm uncertain,Same,Increased a lot,Same,Yes,No,No,No,,High,Moderate,None,None,Low,Low,None,High,Low,Low,High,None,None,None,Low,High,None,None,Low,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little
4/20/2020 11:26:09,4,20,2020,11:26:09,44,Married,Man,"I have a child/children in the 2-6 age range., I have a child/children in the 6-13 age range.",ANKARA,Urban,"Postgraduate Education (Master's, Doctorate)",Primary school,Full-time employee,Other,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Yes,6000 - 12000,6000 - 12000,Good,I don't know; I'm uncertain,I definitely think so,Increased,Increased,Decreased,Yes,Yes,No,No,,Moderate,Low,Moderate,Low,Low,Low,Low,None,Low,Low,Moderate,Moderate,Low,Low,Low,Moderate,Low,Low,Low,Low,Moderately,Moderately,A little,Moderately,A little,A little,A little,Moderately,Quite a bit,Moderately
4/20/2020 11:30:06,4,20,2020,11:30:06,27,Single,Female,I have no children.,İZMİR,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Increased,Increased,Increased,Yes,Yes,No,No,,Low,Low,Low,None,None,Low,Low,None,Moderate,None,Low,Low,None,Low,None,None,Low,None,None,None,A little,Quite a bit,A little,Moderately,Very slightly or not at all,Moderately,A little,Moderately,A little,A little
4/20/2020 11:31:11,4,20,2020,11:31:11,55,Married,Man,I have a child/children aged 19 and over.,ORDU,Urban,Graduate,None,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,6000 - 12000,6000 - 12000,Very good,I definitely think so,"No, I don't think",Increased,Same,Increased,Yes,Yes,Yes,No,,Moderate,Moderate,Low,None,Low,Low,Low,Low,Low,Low,Moderate,Low,None,None,Low,Low,Low,None,Low,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,A little,A little,Very slightly or not at all
4/20/2020 11:39:31,4,20,2020,11:39:31,53,Married,Man,I have a child/children aged 19 and over.,TRABZON,Urban,Graduate,None,Full-time employee,Other,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Skilled agricultural, forestry and aquaculture workers",Yes,3000 - 6000,3000 - 6000,Good,I definitely think so,"No, I don't think",Increased,Same,Same,Yes,No,No,No,,Low,None,Low,None,Low,Low,Low,None,Low,Low,Low,None,Low,Low,None,Low,Low,None,None,Low,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately
4/20/2020 11:52:46,4,20,2020,11:52:46,51,Divorced,Female,I have a child/children in the 6-13 age range.,İSTANBUL,Urban,"Postgraduate Education (Master's, Doctorate)",Primary school,Unemployed after the covid-19 crisis,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,0 - 1500,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Same,Decreased a lot,Decreased a lot,Yes,No,No,No,,Low,Low,Moderate,Low,None,High,High,High,High,None,Low,High,High,High,None,None,High,High,None,None,Very slightly or not at all,Very slightly or not at all,A little,A little,Moderately,Extremely,Extremely,Quite a bit,Quite a bit,Moderately
4/20/2020 12:02:21,4,20,2020,12:02:21,48,Married,Man,I have a child/children in the 6-13 age range.,ANTALYA,Urban,"Postgraduate Education (Master's, Doctorate)",Primary school,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Partially,6000 - 12000,6000 - 12000,Good,"Yes, I think","No, I don't think",Increased,Increased,Increased,Yes,No,No,No,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,A little,A little
4/20/2020 12:21:30,4,20,2020,12:21:30,23,Single,Female,I have no children.,ANKARA,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",Partially,6000 - 12000,3000 - 6000,Neither good nor bad,"No, I don't think",I definitely think so,Same,Decreased a lot,Same,Yes,No,Yes,No,,High,Low,None,None,Moderate,None,None,High,None,High,High,None,None,None,High,High,None,None,High,High,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Moderately,A little,A little,A little
